#id	CHR
cg21142398	1
cg21144270	2
cg21144587	2
cg21145624	19
cg21146268	6
cg21148892	2
cg21151355	1
cg21152662	4
cg21152671	9
cg21153758	5
cg21154823	8
cg21161070	12
cg21161651	11
cg21162961	4
cg21163415	20
cg21164303	15
cg21165219	18
cg21165909	2
cg21166555	7
cg21166999	6
cg21167159	11
cg21168622	19
cg21168884	6
cg21169285	5
cg21171130	14
cg21171373	3
cg21171615	1
cg21172540	1
cg21173623	9
cg21176048	3
cg21177096	2
cg21178548	17
cg21179457	14
cg21180599	19
cg21182322	1
cg21182407	6
cg21182454	2
cg21183846	1
cg21183872	X
cg21184011	16
cg21184174	1
cg21184495	17
cg21185421	9
cg21187265	1
cg21194776	10
cg21195120	X
cg21195414	6
cg21196187	16
cg21197871	8
cg21197973	3
cg21198021	1
cg21200380	17
cg21200703	4
cg21201109	19
cg21201572	7
cg21201659	10
cg21203420	21
cg21206959	10
cg21207418	19
cg21207436	14
cg21208104	4
cg21209091	8
cg21209356	22
cg21210758	4
cg21210789	8
cg21211608	12
cg21211748	1
cg21212066	16
cg21212956	7
cg21215336	19
cg21218093	20
cg21218636	17
cg21219744	4
cg21222430	6
cg21223353	1
cg21223368	15
cg21224049	4
cg21224759	X
cg21226224	8
cg21226225	12
cg21226234	8
cg21226861	10
cg21228284	16
cg21229055	X
cg21229859	15
cg21230133	*
cg21230392	4
cg21230435	7
cg21232015	12
cg21232685	X
cg21233722	5
cg21235838	10
cg21237418	17
cg21237591	11
cg21238457	11
cg21238818	11
cg21240812	8
cg21241823	21
cg21242004	10
cg21243096	*
cg21243909	1
cg21244397	10
cg21244955	22
cg21245135	10
cg21245372	11
cg21245652	2
cg21246431	3
cg21246783	4
cg21248478	X
cg21248774	1
cg21250296	6
cg21250577	15
cg21250978	7
cg21252483	19
cg21255605	3
cg21255626	19
cg21255732	3
cg21256649	17
cg21256656	19
cg21257635	1
cg21258987	X
cg21259253	11
cg21260850	17
cg21261477	1
cg21262854	7
cg21263122	14
cg21263196	19
cg21264055	6
cg21264207	10
cg21264329	6
cg21265783	7
cg21269897	6
cg21269934	4
cg21270015	4
cg21270593	7
cg21271753	22
cg21272774	12
cg21273029	6
cg21273098	6
cg21273125	15
cg21274025	22
cg21274570	19
cg21275690	16
cg21277505	19
cg21279601	4
cg21279865	17
cg21279955	1
cg21280384	1
cg21280510	1
cg21281001	8
cg21281799	12
cg21282997	2
cg21283680	3
cg21284636	X
cg21284731	18
cg21284880	13
cg21287330	17
cg21288099	11
cg21289015	11
cg21289924	10
cg21290885	X
cg21291896	3
cg21291985	20
cg21295467	11
cg21295602	17
cg21295911	19
cg21296230	15
cg21296602	11
cg21296676	6
cg21298523	4
cg21299958	2
cg21300318	19
cg21300561	12
cg21301148	14
cg21301440	17
cg21302727	10
cg21303011	3
cg21303386	1
cg21304187	15
cg21305265	8
cg21306212	13
cg21306218	16
cg21306775	18
cg21307628	3
cg21307697	3
cg21309049	7
cg21309147	17
cg21311175	22
cg21312090	8
cg21312148	1
cg21319693	1
cg21319745	1
cg21321735	2
cg21321885	16
cg21322149	3
cg21324308	1
cg21325760	15
cg21329628	19
cg21330703	11
cg21331335	9
cg21331821	19
cg21332946	1
cg21333964	11
cg21335556	17
cg21335942	16
cg21336547	19
cg21337430	14
cg21339926	14
cg21341271	7
cg21341807	22
cg21342728	22
cg21347412	19
cg21348691	16
cg21349901	*
cg21350115	2
cg21350283	14
cg21351102	18
cg21351994	2
cg21353232	22
cg21355508	X
cg21358381	17
cg21359747	15
cg21360828	2
cg21361470	6
cg21363706	8
cg21363943	1
cg21364150	2
cg21365235	X
cg21365602	1
cg21366535	6
cg21366834	3
cg21367040	1
cg21367957	13
cg21368354	13
cg21369679	16
cg21369988	12
cg21370143	11
cg21371335	17
cg21372397	*
cg21372914	19
cg21373526	11
cg21374864	9
cg21375825	2
cg21376883	1
cg21377793	15
cg21378047	3
cg21378206	2
cg21379008	1
cg21379309	14
cg21379816	1
cg21380294	15
cg21380842	21
cg21383720	9
cg21387281	20
cg21387302	9
cg21388029	2
cg21389013	2
cg21389884	11
cg21391660	17
cg21395782	19
cg21395967	X
cg21396405	17
cg21399079	2
cg21399198	7
cg21400640	X
cg21400896	17
cg21401794	1
cg21402035	22
cg21402071	15
cg21404906	2
cg21405195	7
cg21406461	1
cg21407055	11
cg21407839	21
cg21409722	17
cg21409833	1
cg21410991	5
cg21412748	11
cg21413009	15
cg21413251	9
cg21414251	6
cg21415080	*
cg21415604	6
cg21415698	11
cg21416022	15
cg21416237	17
cg21416602	10
cg21418052	13
cg21418076	14
cg21419475	12
cg21420531	2
cg21421501	11
cg21421701	1
cg21422208	3
cg21422622	22
cg21424904	5
cg21426387	16
cg21428681	8
cg21429500	4
cg21430666	1
cg21431091	1
cg21431536	13
cg21432513	12
cg21432842	17
cg21432954	13
cg21433933	5
cg21434440	6
cg21434954	1
cg21435336	19
cg21435394	14
cg21438018	1
cg21439450	16
cg21440587	6
cg21443261	8
cg21443584	14
cg21448423	1
cg21449655	1
cg21449843	20
cg21450627	2
cg21451553	19
cg21452443	17
cg21452766	1
cg21453309	12
cg21453677	6
cg21457147	13
cg21457804	*
cg21458041	16
cg21458116	22
cg21458907	3
cg21459710	19
cg21459867	4
cg21459921	20
cg21460081	17
cg21460582	15
cg21461100	19
cg21462299	X
cg21463023	3
cg21465754	15
cg21466821	19
cg21468416	9
cg21472099	X
cg21472642	7
cg21474838	12
cg21475255	3
cg21475402	1
cg21476940	1
cg21478222	1
cg21478437	1
cg21478490	5
cg21480743	10
cg21481775	8
cg21484834	20
cg21484964	15
cg21486659	6
cg21486954	17
cg21487067	12
cg21487207	12
cg21488617	1
cg21489722	X
cg21489873	9
cg21491028	17
cg21491308	19
cg21492378	9
cg21493583	2
cg21493666	11
cg21494337	2
cg21494776	19
cg21495715	17
cg21497439	19
cg21500966	11
cg21501064	X
cg21503093	16
cg21504624	9
cg21504918	5
cg21505334	19
cg21505886	4
cg21508214	3
cg21509023	*
cg21509097	16
cg21509846	X
cg21510697	16
cg21511069	9
cg21512370	13
cg21513385	12
cg21513553	21
cg21514871	16
cg21515243	18
cg21515329	X
cg21515744	1
cg21516287	7
cg21516384	17
cg21516478	5
cg21516819	X
cg21517055	19
cg21518208	12
cg21518938	18
cg21518947	11
cg21519900	20
cg21521452	4
cg21522303	17
cg21522797	16
cg21522988	12
cg21523528	20
cg21526212	9
cg21529533	6
cg21529807	19
cg21530453	16
cg21530890	16
cg21533271	X
cg21533958	8
cg21537939	2
cg21538194	3
cg21539243	1
cg21540749	5
cg21541083	19
cg21542094	10
cg21542793	2
cg21544377	12
cg21545849	20
cg21546057	11
cg21546671	17
cg21547708	17
cg21547976	19
cg21548414	6
cg21548788	4
cg21549639	19
cg21549904	4
cg21550442	19
cg21550483	17
cg21552947	19
cg21553524	2
cg21553596	21
cg21554249	12
cg21554552	3
cg21557231	X
cg21559783	9
cg21561142	6
cg21561173	*
cg21565972	17
cg21566550	2
cg21567017	X
cg21567332	11
cg21570220	12
cg21570468	20
cg21570818	19
cg21571665	14
cg21571937	17
cg21572316	9
cg21572897	3
cg21572997	11
cg21573601	10
cg21574400	18
cg21574752	7
cg21575929	5
cg21576698	1
cg21577049	2
cg21578207	1
cg21578541	3
cg21578906	22
cg21581873	1
cg21584430	22
cg21584983	19
cg21586107	2
cg21587861	12
cg21588305	20
cg21589115	19
cg21589280	1
cg21591452	17
cg21591742	2
cg21595737	14
cg21596317	5
cg21596858	1
cg21597649	7
cg21599792	11
cg21600563	14
cg21601405	20
cg21602160	17
cg21602520	18
cg21604042	6
cg21604615	1
cg21604803	19
cg21604856	22
cg21605986	5
cg21606237	9
cg21607066	6
cg21607649	10
cg21608116	9
cg21608192	16
cg21608489	19
cg21609430	12
cg21610192	16
cg21610516	6
cg21611708	20
cg21612046	19
cg21613754	2
cg21614231	9
cg21614638	4
cg21615127	1
cg21615171	3
cg21615663	16
cg21616088	6
cg21618439	9
cg21618713	4
cg21621114	19
cg21621204	4
cg21621248	2
cg21623671	5
cg21624282	13
cg21624359	19
cg21624883	9
cg21625881	20
cg21626086	6
cg21627181	6
cg21628553	20
cg21629895	2
cg21631409	11
cg21631754	19
cg21633208	12
cg21633698	11
cg21634602	5
cg21636577	17
cg21636748	7
cg21637033	12
cg21638219	3
cg21639401	17
cg21639968	19
cg21640749	17
cg21642076	22
cg21642649	21
cg21643045	2
cg21643191	7
cg21643361	19
cg21643860	11
cg21644628	16
cg21644826	16
cg21649520	8
cg21650900	2
cg21651436	11
cg21652012	5
cg21652958	6
cg21655480	X
cg21655693	19
cg21655790	1
cg21656748	4
cg21657816	16
cg21658946	16
cg21660130	1
cg21660392	17
cg21660424	14
cg21660687	12
cg21660727	4
cg21663122	6
cg21663431	19
cg21663580	6
cg21663722	*
cg21664310	19
cg21664828	3
cg21665000	17
cg21665774	19
cg21666217	1
cg21666675	3
cg21667836	12
cg21667943	12
cg21669679	18
cg21671476	20
cg21672276	3
cg21673646	15
cg21674595	12
cg21675030	3
cg21678388	5
cg21680178	1
cg21680717	19
cg21681756	11
cg21682382	1
cg21682826	16
cg21682902	12
cg21684385	6
cg21685266	3
cg21685427	20
cg21685565	7
cg21686523	4
cg21686900	12
cg21686987	16
cg21688264	6
cg21688707	4
cg21690806	20
cg21690892	6
cg21692936	11
cg21693321	X
cg21693780	2
cg21694349	7
cg21695020	16
cg21696393	16
cg21697134	17
cg21697779	X
cg21698790	12
cg21700070	19
cg21700166	14
cg21703138	5
cg21703572	22
cg21705120	17
cg21706946	3
cg21707816	3
cg21709140	2
cg21710060	13
cg21712678	22
cg21712685	6
cg21713257	4
cg21713812	1
cg21715963	1
cg21716693	6
cg21717724	9
cg21718857	19
cg21721126	8
cg21721155	4
cg21721865	13
cg21722058	4
cg21722680	12
cg21723486	3
cg21727574	19
cg21728447	1
cg21729186	6
cg21730067	1
cg21731286	1
cg21732383	6
cg21736205	7
cg21736592	22
cg21740204	9
cg21742836	16
cg21743569	19
cg21743649	11
cg21743830	19
cg21745164	16
cg21745320	17
cg21746459	9
cg21746887	7
cg21747271	11
cg21750545	4
cg21750589	6
cg21750602	10
cg21750887	8
cg21751787	5
cg21753834	9
cg21754343	1
cg21755709	21
cg21756353	19
cg21759080	11
cg21762107	20
cg21762589	10
cg21765730	6
cg21768899	12
cg21769943	6
cg21769969	6
cg21770145	17
cg21770617	3
cg21771250	22
cg21772838	20
cg21774863	4
cg21781546	2
cg21783004	5
cg21784498	17
cg21784940	7
cg21785260	2
cg21785307	5
cg21785536	3
cg21787206	12
cg21787280	14
cg21787291	6
cg21788470	12
cg21789545	6
cg21790626	19
cg21792432	7
cg21792737	6
cg21794225	14
cg21795497	11
cg21796234	3
cg21796825	12
cg21800088	4
cg21800439	12
cg21801378	15
cg21802726	20
cg21803417	5
cg21803680	2
cg21804822	11
cg21804950	*
cg21807589	X
cg21808053	1
cg21815667	2
cg21816539	21
cg21817450	13
cg21818252	4
cg21820677	4
cg21820890	10
cg21824213	*
cg21824902	1
cg21825027	2
cg21825364	*
cg21828898	3
cg21829265	6
cg21830413	10
cg21831174	3
cg21832150	1
cg21832243	21
cg21833459	11
cg21835622	5
cg21835643	20
cg21836062	X
cg21837443	4
cg21838233	20
cg21838334	1
cg21839522	17
cg21840599	3
cg21842274	5
cg21842478	17
cg21842664	2
cg21844038	16
cg21844956	6
cg21845297	20
cg21846488	1
cg21846903	17
cg21849289	1
cg21850069	5
cg21850239	11
cg21850254	19
cg21852292	1
cg21856603	17
cg21858376	3
cg21859434	2
cg21860846	X
cg21861211	14
cg21862373	16
cg21865006	*
cg21869055	19
cg21869532	19
cg21870662	17
cg21870668	15
cg21870884	1
cg21872129	6
cg21872391	10
cg21872393	18
cg21874193	12
cg21875234	16
cg21877855	1
cg21878918	12
cg21879981	10
cg21880328	7
cg21880903	4
cg21885525	4
cg21885650	3
cg21885995	17
cg21888438	X
cg21890738	17
cg21892409	11
cg21892708	2
cg21893220	9
cg21896452	2
cg21898046	5
cg21900416	19
cg21902119	17
cg21902327	12
cg21902346	11
cg21902544	18
cg21903324	18
cg21905630	4
cg21906716	1
cg21907579	12
cg21908116	6
cg21908259	12
cg21909391	3
cg21910663	16
cg21911019	4
cg21912241	19
cg21912567	9
cg21914262	13
cg21917349	15
cg21918026	16
cg21918500	*
cg21919219	*
cg21921474	1
cg21922574	18
cg21922731	12
cg21922841	17
cg21925493	9
cg21926138	1
cg21926612	6
cg21927363	9
cg21927975	1
cg21929875	11
cg21929993	5
cg21930712	19
cg21931212	12
cg21932800	X
cg21932814	3
cg21934269	X
cg21935083	5
cg21935292	12
cg21937169	7
cg21937886	5
cg21939221	11
cg21939482	7
cg21942082	5
cg21942438	3
cg21942546	7
cg21942576	1
cg21943652	1
cg21944455	17
cg21944757	20
cg21946698	16
cg21948169	10
cg21948655	1
cg21948783	12
cg21949305	22
cg21949781	18
cg21950493	12
cg21950518	5
cg21951612	3
cg21954346	16
cg21954994	2
cg21955402	17
cg21958034	*
cg21958798	11
cg21959619	8
cg21960110	16
cg21960882	*
cg21961766	19
cg21964481	9
cg21965997	10
cg21966410	X
cg21968169	12
cg21968580	1
cg21968796	21
cg21969640	12
cg21970438	6
cg21972382	2
cg21972430	6
cg21973276	15
cg21973517	3
cg21973800	14
cg21974239	22
cg21974766	7
cg21974996	14
cg21975377	8
cg21978299	X
cg21979032	3
cg21982518	16
cg21983579	19
cg21984310	9
cg21985356	5
cg21985470	1
cg21988041	12
cg21988465	20
cg21989094	19
cg21989500	16
cg21991396	1
cg21991830	8
cg21992250	11
cg21993406	5
cg21995126	3
cg22001782	1
cg22004151	6
cg22005565	1
cg22006386	19
cg22007326	12
cg22007439	9
cg22009138	5
cg22009489	2
cg22009923	11
cg22010317	X
cg22012054	12
cg22012981	3
cg22013966	14
cg22016571	X
cg22016649	11
cg22016818	12
cg22017387	15
cg22019980	6
cg22021786	20
cg22022041	3
cg22023770	6
cg22024281	8
cg22024657	7
cg22024876	11
cg22025233	7
cg22026853	6
cg22029275	13
cg22029504	19
cg22030890	6
cg22031736	22
cg22034555	3
cg22035229	1
cg22036233	14
cg22036988	3
cg22037121	2
cg22037648	3
cg22037919	7
cg22038738	8
cg22039287	18
cg22039846	*
cg22040627	17
cg22041635	1
cg22041658	19
cg22043361	14
cg22044848	3
cg22045288	10
cg22048492	11
cg22050705	3
cg22050893	2
cg22051636	11
cg22051763	12
cg22051865	11
cg22052955	12
cg22054164	1
cg22054191	19
cg22055427	3
cg22058458	6
cg22059008	*
cg22061523	17
cg22062068	11
cg22062239	16
cg22063056	1
cg22063653	7
cg22063989	1
cg22064129	18
cg22064451	12
cg22064942	4
cg22065439	5
cg22065500	7
cg22066521	7
cg22067472	16
cg22068038	15
cg22068211	3
cg22068473	10
cg22068764	1
cg22074467	10
cg22074666	21
cg22074858	1
cg22077101	5
cg22077553	1
cg22080282	18
cg22081096	17
cg22082243	10
cg22082462	14
cg22083047	3
cg22083639	8
cg22083798	7
cg22084336	3
cg22084611	20
cg22085335	2
cg22088368	22
cg22088594	13
cg22090592	14
cg22091798	11
cg22093158	11
cg22096513	19
cg22100821	20
cg22101098	6
cg22101147	3
cg22101336	19
cg22103585	12
cg22103999	16
cg22105022	9
cg22105582	18
cg22108175	8
cg22108265	11
cg22110261	2
cg22110492	9
cg22111003	2
cg22113807	20
cg22114222	3
cg22115808	16
cg22116290	16
cg22117143	9
cg22120948	17
cg22122449	22
cg22123464	19
cg22125370	12
cg22125922	20
cg22126032	7
cg22126266	1
cg22127491	4
cg22129364	1
cg22130834	1
cg22131172	13
cg22131691	7
cg22134325	11
cg22136326	16
cg22136365	16
cg22136753	20
cg22138278	8
cg22138461	2
cg22139563	17
cg22139878	10
cg22140675	17
cg22141781	12
cg22143352	14
cg22148243	X
cg22148652	2
cg22149792	*
cg22150335	10
cg22151768	12
cg22152192	16
cg22152328	21
cg22152667	7
cg22153116	9
cg22153481	12
cg22153873	2
cg22154562	7
cg22155248	12
cg22156632	2
cg22158923	7
cg22158956	4
cg22161476	4
cg22161874	9
cg22165175	1
cg22165507	1
cg22165685	10
cg22166290	2
cg22168676	6
cg22169418	11
cg22170618	9
cg22171829	7
cg22172230	11
cg22172494	11
cg22173227	*
cg22174355	9
cg22175764	20
cg22175811	17
cg22176017	11
cg22176097	17
cg22176895	1
cg22177707	4
cg22178085	16
cg22179082	13
cg22181664	1
cg22182110	3
cg22182666	17
cg22182945	4
cg22182975	6
cg22183626	13
cg22183706	11
cg22183849	3
cg22184145	4
cg22185378	7
cg22186533	8
cg22187094	15
cg22187630	19
cg22187826	3
cg22188058	20
cg22188495	12
cg22189019	19
cg22189286	12
cg22189519	9
cg22189618	X
cg22189725	1
cg22190090	17
cg22190114	19
cg22190291	1
cg22190705	2
cg22190819	*
cg22190861	2
cg22192762	12
cg22193702	1
cg22194129	12
cg22194305	4
cg22195268	17
cg22197033	17
cg22197708	11
cg22197787	1
cg22197830	5
cg22198425	1
cg22198623	16
cg22199080	12
cg22199118	8
cg22199779	9
cg22201387	14
cg22202141	*
cg22209624	1
cg22211866	15
cg22213042	7
cg22214414	20
cg22215192	1
cg22215520	5
cg22215728	3
cg22218909	*
cg22220722	1
cg22222251	*
cg22223602	11
cg22224704	11
cg22226765	17
cg22226839	1
cg22227058	5
cg22227689	17
cg22227965	13
cg22228134	14
cg22228205	14
cg22228296	3
cg22229034	5
cg22229142	22
cg22230395	5
cg22231902	2
cg22232206	6
cg22232859	9
cg22233974	1
cg22234344	2
cg22234962	1
cg22236626	1
cg22238923	2
cg22241124	2
cg22242539	17
cg22243662	2
cg22243733	11
cg22243844	20
cg22244118	6
cg22244122	9
cg22244418	16
cg22247240	14
cg22248011	6
cg22252999	4
cg22253036	11
cg22253945	2
cg22254104	9
cg22255355	19
cg22258437	1
cg22262140	22
cg22262168	9
cg22262549	1
cg22262964	*
cg22264436	17
cg22264946	6
cg22266967	4
cg22267176	6
cg22268164	8
cg22268231	19
cg22269180	*
cg22269795	1
cg22271212	19
cg22272545	2
cg22274662	7
cg22276571	20
cg22281080	5
cg22281207	2
cg22282672	5
cg22282941	6
cg22283058	1
cg22283148	4
cg22284302	1
cg22284975	7
cg22285621	11
cg22285897	16
cg22286764	3
cg22289115	11
cg22289360	9
cg22289810	17
cg22289837	8
cg22290566	15
cg22294577	7
cg22294908	20
cg22295573	18
cg22296149	19
cg22297305	22
cg22298088	20
cg22298208	7
cg22303211	*
cg22305782	16
cg22307649	11
cg22307908	19
cg22308759	17
cg22309489	16
cg22309826	17
cg22311533	5
cg22313024	8
cg22313025	6
cg22315542	4
cg22318304	11
cg22318989	1
cg22319147	16
cg22319470	3
cg22320000	1
cg22321558	2
cg22322184	19
cg22324153	9
cg22325572	1
cg22325646	17
cg22325703	11
cg22325715	17
cg22325823	17
cg22328890	16
cg22332306	3
cg22333016	4
cg22333868	12
cg22333888	20
cg22334000	4
cg22334665	6
cg22335340	12
cg22335801	1
cg22336401	9
cg22336633	11
cg22337624	16
cg22338307	2
cg22339278	19
cg22339744	19
cg22340747	15
cg22341104	1
cg22341310	19
cg22343001	X
cg22344641	9
cg22346765	6
cg22349489	6
cg22354595	19
cg22356117	3
cg22359217	5
cg22359606	2
cg22362636	4
cg22366626	3
cg22367264	12
cg22367970	1
cg22367989	2
cg22368262	10
cg22368307	11
cg22369818	15
cg22370370	17
cg22373097	21
cg22373112	17
cg22374142	16
cg22374901	12
cg22375192	15
cg22375610	6
cg22376897	X
cg22377142	1
cg22377237	7
cg22377389	13
cg22377428	17
cg22377963	16
cg22377998	22
cg22378065	6
cg22379207	19
cg22380033	2
cg22381196	16
cg22381955	12
cg22384366	3
cg22385477	4
cg22385764	12
cg22386311	18
cg22386774	2
cg22387994	19
cg22388943	14
cg22391400	10
cg22392276	14
cg22392666	19
cg22392708	17
cg22395019	2
cg22395192	1
cg22396129	12
cg22396353	22
cg22396691	3
cg22396755	1
cg22397447	9
cg22397854	1
cg22398616	13
cg22401066	6
cg22402007	9
cg22403851	2
cg22404646	11
cg22405555	22
cg22406518	3
cg22407458	6
cg22407504	11
cg22407574	21
cg22409223	3
cg22409383	5
cg22411068	5
cg22411207	8
cg22412741	19
cg22415432	Y
cg22415472	2
cg22416721	4
cg22417398	11
cg22417789	13
cg22418360	2
cg22418909	8
cg22419075	9
cg22419732	6
cg22421699	1
cg22421766	1
cg22424108	1
cg22424444	11
cg22424746	1
cg22425806	2
cg22427279	1
cg22428102	4
cg22429822	1
cg22430790	14
cg22432269	15
cg22432367	6
cg22432908	12
cg22436229	1
cg22436411	*
cg22437284	20
cg22437699	X
cg22438324	14
cg22438810	9
cg22441882	8
cg22442090	7
cg22442730	20
cg22443330	15
cg22444610	2
cg22445920	5
cg22448677	13
cg22449114	20
cg22449795	12
cg22451189	3
cg22456522	19
cg22458065	6
cg22458082	*
cg22459146	3
cg22459359	1
cg22459930	17
cg22461018	4
cg22461615	4
cg22461835	8
cg22462235	1
cg22463915	20
cg22464182	2
cg22464186	6
cg22464423	19
cg22467071	17
cg22467216	18
cg22467534	17
cg22467567	2
cg22468055	3
cg22468123	19
cg22468803	18
cg22469141	19
cg22469841	3
cg22470827	3
cg22471346	17
cg22472290	19
cg22473095	20
cg22473973	10
cg22474507	14
cg22475430	12
cg22476084	11
cg22476251	4
cg22476295	7
cg22477592	11
cg22477971	1
cg22478328	22
cg22478614	*
cg22479947	11
cg22482381	10
cg22484793	3
cg22484980	11
cg22485810	17
cg22487322	6
cg22490255	12
cg22492020	15
cg22492966	10
cg22493172	12
cg22494492	19
cg22495120	X
cg22495124	17
cg22495162	4
cg22496254	4
cg22496652	*
cg22496683	4
cg22496859	14
cg22497867	X
cg22498251	7
cg22498840	9
cg22499237	16
cg22499964	19
cg22500004	1
cg22501393	19
cg22502171	8
cg22502502	6
cg22505977	5
cg22506059	22
cg22506453	17
cg22510412	20
cg22510822	17
cg22510943	19
cg22511262	11
cg22511633	7
cg22511947	2
cg22512531	11
cg22517351	19
cg22518733	17
cg22520471	17
cg22521310	2
cg22524267	4
cg22524514	11
cg22527345	3
cg22527415	15
cg22529861	11
cg22532997	6
cg22533573	11
cg22534509	12
cg22534599	3
cg22536398	16
cg22539738	13
cg22541143	4
cg22543128	*
cg22543648	X
cg22544376	2
cg22545356	10
cg22546318	12
cg22549408	18
cg22552168	8
cg22552669	11
cg22552684	7
cg22552966	17
cg22555495	15
cg22557067	3
cg22559669	4
cg22560190	12
cg22562335	X
cg22563182	19
cg22563697	8
cg22563815	15
cg22566906	12
cg22568540	19
cg22568695	18
cg22571217	9
cg22571530	1
cg22572159	1
cg22572214	3
cg22572779	6
cg22573917	12
cg22575540	2
cg22577136	1
cg22578204	22
cg22578610	11
cg22579849	9
cg22580173	15
cg22580353	19
cg22580372	2
cg22580512	12
cg22580905	12
cg22582569	11
cg22584138	17
cg22584335	2
cg22585269	22
cg22585988	1
cg22586527	11
cg22587514	9
cg22587758	11
cg22591065	12
cg22593486	*
cg22593785	12
cg22594309	1
cg22598028	3
cg22598563	5
cg22598744	9
cg22601215	X
cg22601917	1
cg22603964	5
cg22605063	5
cg22605342	16
cg22605643	1
cg22606062	4
cg22606869	12
cg22607339	1
cg22609068	16
cg22609576	13
cg22609784	4
cg22610305	8
cg22613010	3
cg22614355	1
cg22617367	X
cg22619018	8
cg22619563	3
cg22620680	3
cg22621695	12
cg22621736	11
cg22622495	1
cg22622686	7
cg22623062	11
cg22624926	14
cg22625415	5
cg22627427	11
cg22627950	7
cg22628694	19
cg22628840	2
cg22628873	17
cg22628926	17
cg22630160	6
cg22630748	12
cg22631642	*
cg22631938	3
cg22632663	12
cg22633722	*
cg22634689	14
cg22635155	11
cg22636253	11
cg22637507	11
cg22637834	1
cg22637941	8
cg22638542	3
cg22639768	10
cg22640452	17
cg22642718	*
cg22643217	21
cg22646528	18
cg22646710	1
cg22646937	5
cg22647018	1
cg22647507	7
cg22650146	1
cg22654935	19
cg22655224	16
cg22657536	15
cg22658979	11
cg22658985	9
cg22659356	2
cg22659426	16
cg22660544	19
cg22660578	17
cg22663080	1
cg22663117	17
cg22665276	19
cg22667787	9
cg22668533	3
cg22670329	4
cg22670349	2
cg22670733	15
cg22671726	19
cg22672790	5
cg22674717	16
cg22675150	13
cg22677246	16
cg22678136	15
cg22679003	18
cg22679120	7
cg22680204	4
cg22680812	15
cg22681784	4
cg22682953	12
cg22685251	6
cg22685463	17
cg22686523	17
cg22688260	3
cg22689690	12
cg22691736	13
cg22692158	12
cg22699062	12
cg22699362	2
cg22700017	3
cg22704775	11
cg22705225	5
cg22705929	11
cg22705954	X
cg22708853	19
cg22708914	8
cg22709192	12
cg22710329	10
cg22716127	6
cg22717127	*
cg22718139	1
cg22719586	9
cg22719623	6
cg22721186	8
cg22721827	16
cg22722454	18
cg22722802	16
cg22722822	4
cg22723026	14
cg22724153	7
cg22726338	1
cg22727416	15
cg22728790	19
cg22730004	1
cg22730042	*
cg22730357	2
cg22730560	*
cg22730830	16
cg22731373	X
cg22732515	19
cg22732672	20
cg22733478	5
cg22734085	4
cg22734315	16
cg22734480	19
cg22736107	1
cg22736323	4
cg22736354	6
cg22737001	1
cg22740783	2
cg22740835	1
cg22744680	16
cg22745747	X
cg22747092	9
cg22748452	20
cg22748573	1
cg22748850	5
cg22750254	10
cg22751696	3
cg22752533	20
cg22753607	9
cg22753768	3
cg22757447	18
cg22759185	19
cg22759686	X
cg22760576	1
cg22762180	6
cg22762309	X
cg22762951	1
cg22763181	14
cg22764338	5
cg22764341	4
cg22764925	22
cg22766145	8
cg22767079	13
cg22767466	*
cg22767735	17
cg22769406	19
cg22771603	5
cg22772698	20
cg22772878	19
cg22774012	4
cg22774127	17
cg22774472	2
cg22775000	9
cg22775896	5
cg22776578	5
cg22777952	15
cg22778145	5
cg22778180	12
cg22778947	9
cg22778981	17
cg22780428	1
cg22780475	19
cg22781236	13
cg22781397	12
cg22782492	3
cg22783258	13
cg22783363	8
cg22784047	16
cg22788223	6
cg22789545	20
cg22791453	9
cg22792432	18
cg22792910	2
cg22792938	2
cg22793458	3
cg22794078	15
cg22796458	1
cg22797169	2
cg22797991	15
cg22799132	X
cg22799321	7
cg22799850	7
cg22799917	20
cg22800191	3
cg22800631	7
cg22801690	12
cg22802439	19
cg22802739	7
cg22805308	1
cg22805517	7
cg22805632	17
cg22807551	8
cg22807700	1
cg22807823	9
cg22808175	17
cg22809047	2
cg22812892	10
cg22813220	1
cg22814247	19
cg22814929	6
cg22815110	1
cg22815214	1
cg22815534	22
cg22816171	10
cg22820108	12
cg22821324	4
cg22821606	11
cg22821834	14
cg22821930	20
cg22825487	6
cg22825979	13
cg22826936	17
cg22827290	16
cg22827524	1
cg22827640	1
cg22828602	7
cg22828804	20
cg22830590	2
cg22830895	7
cg22831263	15
cg22831514	4
cg22832044	16
cg22833027	3
cg22833175	12
cg22833292	11
cg22835805	X
cg22836132	8
cg22836153	5
cg22836229	8
cg22836370	18
cg22836470	12
cg22837289	12
cg22838674	8
cg22841169	2
cg22842233	3
cg22843446	11
cg22844623	1
cg22845362	4
cg22851319	20
cg22853986	8
cg22854223	11
cg22854546	2
cg22855405	1
cg22857604	1
cg22857957	1
cg22858288	11
cg22858308	6
cg22858728	X
cg22858861	18
cg22861316	5
cg22862656	11
cg22863122	3
cg22864416	10
cg22867063	11
cg22870256	8
cg22870280	15
cg22873668	X
cg22873892	15
cg22874046	19
cg22874560	6
cg22874695	8
cg22874960	16
cg22875391	3
cg22876908	12
cg22878324	7
cg22879289	1
cg22879515	11
cg22880820	9
cg22881914	14
cg22882178	10
cg22884082	6
cg22885821	20
cg22885965	6
cg22886005	2
cg22886089	15
cg22889448	19
cg22889570	8
cg22892110	8
cg22892237	19
cg22892904	17
